ActivityName_lang,Description_lang,ID,CriteriaTreeID,ThresholdContributionAmount,Field_10_1_0_48480_005,Field_10_1_0_48776_006
时尚试炼：完成2个“有模有样”任务,8月1日到8月7日期间，在巨龙群岛各地完成“有模有样”任务。,268,146549,20,0,0
时尚试炼：完成10个“有模有样”任务,8月1日到8月7日期间，在巨龙群岛各地完成“有模有样”任务。,269,146551,180,268,0
时尚试炼 - 荣获第一,8月1日到8月7日期间，在时尚试炼比赛中荣获第一。,270,146553,150,0,0
时尚试炼：对胜出的外观做出/敬畏（/awe）表情,8月1日到8月7日期间，在暴风城或奥格瑞玛的商栈对胜出的外观做出/敬畏（/awe）表情,271,146559,20,0,0
免费T恤日 - 拾取1件免费“T恤”,8月16日，在暴风城或奥格瑞玛拾取免费“T恤”。,272,146561,50,0,0
免费T恤日 - 拾取7件免费“T恤”,8月16日，在暴风城或奥格瑞玛拾取免费“T恤”。,273,146563,70,272,0
免费T恤日：穿着免费“T恤”向对立阵营玩家展示你的/强壮（/flex）,在8月16日，穿着免费“T恤”向一名对立阵营玩家展示你的/强壮（/flex）。,274,146565,80,0,0
暗月马戏团：拾取格斗士饰品,8月6日到8月12日期间，在暗月岛赢得暗月死斗大赛，并拾取格斗士饰品。,275,146567,200,0,0
暗月马戏团：参加凋零野猪的演唱会,8月6日到8月12日期间，在暗月岛参加凋零野猪演唱会。,276,146767,150,0,0
暗月马戏团：完成1次竞速,8月6日到8月12日期间，在暗月岛的暗月滨海步道完成竞速。,277,146769,50,0,0
暗月马戏团：完成4场竞速,8月6日到8月12日期间，在暗月岛的暗月滨海步道完成竞速。,278,146774,100,277,0
时空漫游：完成1个“燃烧的远征”时空漫游地下城,在8月15日到8月22日期间，完成一个“燃烧的远征”时空漫游地下城。,279,146779,25,0,0
时空漫游：完成5个“燃烧的远征”时空漫游地下城,在8月15日到8月22日期间，完成“燃烧的远征”时空漫游地下城。,280,146787,100,279,0
击败外域的驯宠师,,281,146797,150,0,0
在外域钓起物品,,282,146803,100,0,0
完成幼鳞日托所故事线,和瓦德拉肯幼鳞日托所的扎哈纳谈一谈。,283,146806,250,0,0
术士：完成“轻盈邪影”,以术士的身份完成以下任务：,284,146821,150,0,0
在占星者阵营或奥尔多阵营中达到崇拜声望。,在沙塔斯的占星者阵营或奥尔多阵营中达到崇拜声望。,285,146834,100,0,0
完成1个幼鳞日托所的日常任务,在瓦德拉肯幼鳞日托所完成日常任务。,286,146921,100,0,0
完成5个幼鳞日托所的日常任务,在瓦德拉肯幼鳞日托所完成日常任务。,287,146937,100,286,0
获得飞珑石,,288,147005,100,0,0
制作暗影烈焰纹章,收集暗影烈焰纹章碎片，制作任意类型的暗影烈焰纹章。,289,147009,150,0,0
商栈测试,商栈测试,290,147073,1000,0,0
卡利姆多杯：完成5个驭龙竞速赛道,8月15日到8月29日期间，在卡利姆多与青铜时光守护者交谈。,291,147096,100,0,0
卡利姆多杯：完成10个驭龙竞速赛道,8月15日到8月29日期间，在卡利姆多与青铜时光守护者交谈。,292,147098,150,291,0
卡利姆多杯：完成20个驭龙竞速赛道,8月15日到8月29日期间，在卡利姆多与青铜时光守护者交谈。,293,147100,200,292,0
卡利姆多杯：收集幼龙竞速者的头盔外观,8月15日到8月29日期间，从瓦德拉肯的玛奇萨处购买幼龙竞速者的头盔。,294,147102,50,0,0
卡利姆多杯：穿戴幼龙竞速者的装备时，向安德斯塔兹领主/敬礼（/salute）,在8月15日到8月29日期间，穿戴幼龙竞速者的装备时，向瓦德拉肯的安德斯塔兹领主使用表情/敬礼（/salute）。,295,147104,20,0,0
卡利姆多杯：在青铜时光守护者助理那里询问地点。,在8月15日到8月29日期间，在卡利姆多的任意青铜时光守护者助理那里询问赛道的地点。,296,147106,20,0,0
唤魔师：完成“巨龙增辉”,以增辉唤魔师的身份完成以下任务：,297,147108,100,0,0
完成2个纪元边界日常任务,在索德拉苏斯的纪元边界完成日常任务。,298,147197,100,0,0
完成5个纪元边界日常任务,在索德拉苏斯的纪元边界完成日常任务。,299,147204,100,298,0
完成1个时光裂隙,在巨龙群岛的索德拉苏斯的提尔要塞水库完成一个时光裂隙。,300,147575,50,0,0
完成5个时光裂隙,在巨龙群岛的索德拉苏斯的提尔要塞水库完成一个时光裂隙。,301,147577,150,300,0
击败艾鱼拉斯,在巨龙群岛的索德拉苏斯的提尔要塞水库的时光裂隙出现时击败艾鱼拉斯。,302,147579,100,0,0
对索莉多米使用表情/犹豫（/boggle）,在巨龙群岛的索德拉苏斯的提尔要塞水库对索莉多米使用表情/犹豫（/boggle）。,303,147581,50,0,0
获得坍缩现实之箱,在巨龙群岛的索德拉苏斯的提尔要塞水库从时光裂隙获得坍缩现实之箱。,304,147583,50,0,0
美酒节：获得100枚美酒节奖币,{EventStartDate}到{EventEndDate}期间，通过参加美酒节获得美酒节奖币。,305,147728,100,0,0
美酒节：获得300枚美酒节奖币,{EventStartDate}到{EventEndDate}期间，通过参加美酒节获得美酒节奖币。,306,147730,100,305,0
美酒节：获得600枚美酒节奖币,{EventStartDate}到{EventEndDate}期间，通过参加美酒节获得美酒节奖币。,307,147732,200,306,0
击败阿尔萨斯,在巨龙群岛的索德拉苏斯的提尔要塞水库的时光裂隙出现时击败阿尔萨斯。,308,147734,100,0,0
击败伊利丹,在巨龙群岛的索德拉苏斯的提尔要塞水库的时光裂隙出现时击败伊利丹。,309,147736,100,0,0
时空漫游：完成1个“巫妖王之怒”时空漫游地下城,在9月5日到9月12日期间，完成一个“巫妖王之怒”时空漫游地下城。,310,147759,25,0,-30
时空漫游：完成5个“巫妖王之怒”时空漫游地下城,在9月5日到9月12日期间，完成“巫妖王之怒”时空漫游地下城。,311,147770,100,310,-30
时空漫游：完成1个“大地的裂变”时空漫游地下城,在9月26日到10月3日期间，完成一个“大地的裂变”时空漫游地下城。,312,147780,25,0,-70
时空漫游：完成5个“大地的裂变”时空漫游地下城,在9月26日到10月3日期间，完成“大地的裂变”时空漫游地下城。,313,147788,100,312,-70
美酒节：消灭科林·烈酒,{EventStartDate}到{EventEndDate}期间，消灭科林·烈酒。,314,147798,150,0,0
海盗日：当一天的海盗,{EventStartDate}到{EventEndDate}期间，与藏宝海湾的恐怖船长德梅萨谈一谈，成为她的船员。,315,147800,80,0,0
海盗日：你需要一条大船,"From {EventStartDate} - {EventEndDate} speak to Dread Captain DeMeza in Booty Bay and complete the quest ""You're Gonna Need A Bigger Boat.""",316,147802,80,0,-40
海盗日：有彼提的情况下击败哈兰·斯威提,{EventStartDate}到{EventEndDate}期间，与藏宝海湾的恐怖船长德梅萨谈一谈，获得彼提，然后在彼提在你肩上的情况下击败哈兰·斯威提。,317,147804,80,0,0
收获节：缅怀英雄,"From {EventStartDate} - {EventEndDate} speak to Javnir Nashak, outside Orgrimmar, or Wagner Hammerstrike, outside Ironforge, and complete the quest ""Honoring a Hero.""",318,147806,200,0,0
收获节：对荣耀的先祖或英雄使用表情/鞠躬（/bow）,{EventStartDate}到{EventEndDate}期间，对奥格瑞玛城外的荣耀的先祖或者铁炉堡城外的荣耀的英雄使用表情/鞠躬（/bow） 。,319,147809,100,0,0
艾泽拉斯之秘：发现1个秘密,{EventStartDate}到{EventEndDate}期间，完成一个“艾泽拉斯之秘”任务或者发现一个相关的秘密。,320,147811,50,0,0
被遗忘者：完成传承护甲任务线,以被遗忘者的身份完成以下传承护甲任务：,321,147832,100,0,0
击败诺森德的驯宠师,,322,147839,150,0,-30
击败大地的裂变的驯宠师,,323,147845,150,0,-70
艾泽拉斯之秘：发现3个秘密,{EventStartDate}到{EventEndDate}期间，完成“艾泽拉斯之秘”任务或者发现相关的秘密。,324,147853,100,320,0
艾泽拉斯之秘：发现7个秘密,{EventStartDate}到{EventEndDate}期间，完成“艾泽拉斯之秘”任务或者发现相关的秘密。,325,147856,150,324,0
在巨龙群岛完成一个驭龙术挑战赛道,在巨龙群岛与青铜时光守护者交谈。,326,147859,25,0,0
在巨龙群岛完成5个驭龙术挑战赛道,在巨龙群岛与青铜时光守护者交谈。,327,147861,50,326,0
在巨龙群岛完成10个驭龙术挑战赛道,在巨龙群岛与青铜时光守护者交谈。,328,147863,50,327,0
在巨龙群岛完成20个驭龙术挑战赛道,在巨龙群岛与青铜时光守护者交谈。,329,147865,100,328,0
完成3个觉醒之梦,完成巨龙群岛梦涌地区的觉醒之梦事件。,330,147867,50,0,0
完成15个觉醒之梦,完成巨龙群岛梦涌地区的觉醒之梦事件。,331,147869,100,330,0
击败3个梦涌强化的稀有精英,在巨龙群岛当前的梦涌区域击败稀有精英,332,147871,50,0,0
击败15个梦涌强化的稀有精英,在巨龙群岛当前的梦涌区域击败稀有精英,333,147873,100,332,0
收集100个梦涌凝珠,通过巨龙群岛的梦涌地区的活动收集梦涌凝珠,334,147875,100,0,0
完成“和解”任务线,在瓦德拉肯和鳞长安波莎谈一谈，开始任务“独翼难飞”。,335,147877,100,0,0
时空漫游：完成1个“熊猫人之谜”时空漫游地下城,在10月17日到10月24日期间，完成“熊猫人之谜”时空漫游地下城。,336,147879,25,0,-40
时空漫游：完成5个“熊猫人之谜”时空漫游地下城,在10月17日到10月24日期间，完成“熊猫人之谜”时空漫游地下城。,337,145198,100,336,-40
收集250个梦涌凝珠,通过巨龙群岛的梦涌地区的活动收集梦涌凝珠,339,149014,150,334,0
击败梦涌强化的稀有精英,在巨龙群岛当前的梦涌区域击败稀有精英,340,147886,100,0,0
暗月马戏团：完成“敲打时刻”,{EventStartDate}到{EventEndDate}期间，在暗月岛上完成“敲打时刻”任务。,341,147895,50,0,0
暗月马戏团：享受旅程,{EventStartDate}到{EventEndDate}期间，在暗月岛乘坐暗月马戏团旋转木马或过山车。,342,147897,50,0,0
在巨龙宝藏对舞会主顾使用表情/跳舞（/dance）,在瓦德拉肯的巨龙宝藏处，对一位舞会主顾使用表情/跳舞（/dance）。,343,147900,50,0,0
随机团队：戴着粉色聚会帽完成团队副本,戴着粉色聚会帽完成随机团队副本。,344,147905,50,0,0
美酒节：完成2个美酒节任务,9月20日至9月30日期间，完成美酒节户外任务。,345,147937,50,0,-50
美酒节：完成5个美酒节任务,9月20日至9月30日期间，完成美酒节户外任务。,346,147939,150,345,-50
使用多只亡灵宠物赢得1场PVP宠物对战,使用至少2个亡灵宠物赢得1场PVP宠物对战。,347,148003,50,0,0
万圣节：在开启战争模式的情况下找到糖罐,10月18日至10月31日期间，在开启战争模式的情况下从世界各地的糖罐收集糖果。,348,148005,50,0,-60
照料你在日歌农场的田地,去四风谷的半山给日歌农场锄地。,350,148009,50,0,-40
在巨龙群岛的4个驭龙术赛道获得黄金评级,在巨龙群岛与青铜时光守护者交谈。,351,148012,50,0,0
万圣节：找到巨龙群岛的糖罐,10月18日至10月31日期间，从巨龙群岛的糖罐收集糖果。,353,148016,50,0,-50
万圣节：找到潘达利亚的糖罐,10月18日至10月31日期间，从潘达利亚的糖罐收集糖果。,354,148018,50,0,-50
万圣节：完成5个万圣节日常任务,,355,148020,100,0,-60
万圣节：完成15个万圣节日常任务,,356,148022,150,355,-60
万圣节：反复击败无头骑士,10月18日至10月31日期间，一次次击败无头骑士。,357,148026,100,0,-60
万圣节：拥有全部4种柳魔人的诅咒的情况下击败无头骑士,10月18日至10月31日期间，在接受全部4种柳魔人的诅咒后，击败无头骑士。,358,148028,100,0,-60
万圣节：戴着万圣节面具咬苹果,10月18日至10月31日期间，戴着万圣节面具咬苹果。,359,148042,50,0,-60
暗月马戏团：与躁动之魂谈话,和暗月岛的一名鬼魂谈话。,360,148056,50,0,-10
诺莫瑞根马拉松：参加诺莫瑞根马拉松,10月14日，在丹莫罗的新工匠镇加入赛跑。,361,148058,100,0,-30
美酒节：参加大胃王比赛,,362,148060,50,0,-20
对被遗忘者玩家使用表情/咯咯笑（ /cackle）,对被遗忘者玩家使用表情/咯咯笑（ /cackle）。,363,148065,50,0,0
在禁忌离岛完成驭龙术世界任务。,在巨龙群岛与青铜时光守护者交谈。,364,148098,100,0,0
在巨龙群岛完成进阶版驭龙术赛道,在觉醒海岸、欧恩哈拉平原、碧蓝林海和索德拉苏斯完成进阶版驭龙术赛道。,365,148100,100,0,0
暗月马戏团：头戴鱼头参与地下城,10月1日到10月7日期间，头戴一个从暗月岛钓起的赤鳞鱼的断头或蓝鳍鱼的断头，使用地下城查找器完成一个地下城。,366,148102,100,0,-30
诺莫瑞根马拉松：穿着一件粉色衬衣，以一名10级或以下的侏儒的身份完成赛跑。,10月14日，穿着一件粉色魔纹衬衣，以一名1到10级的侏儒或机械侏儒的身份，在丹莫罗的新工匠镇加入赛跑。,367,148104,150,0,-30
在巨龙群岛采集50份草药、矿石或皮革,,368,148528,50,0,0
在巨龙群岛采集250份草药、矿石或皮革,,369,148743,100,368,0
完成下列驭龙术世界任务中的2个,,370,148532,100,0,0
使用驭龙术时，消耗100点精力,,371,148542,50,0,0
使用驭龙术时，消耗1000点精力,,372,148546,100,371,0
暗月马戏团：完成“开枪！得分!”,在11月5日至11月11日期间，在暗月岛上完成“开枪！得分！”任务。,373,148550,50,0,-30
完成“生命火花”任务,完成巨龙群岛的“生命火花”任务。,375,148554,100,0,0
等级低于70级时在战场获胜,,376,148556,100,0,0
使用火鸡赢得一场PvP宠物对战,在队伍中有任意火鸡时赢得一场PvP宠物对战,377,148558,100,0,0
给你的宠物喂食小吃或糕点,给一只战斗宠物喂食欢乐宠物小吃、宠物糕点或次级宠物糕点。,378,148560,50,0,0
在世界任务奖励周组队完成世界任务,11月1日到11月7日期间，在组队时完成世界任务。,379,148564,100,0,-20
在战场奖励周获得一次史诗战场的胜利,11月14日到11月21日期间，获得一次史诗战场的胜利。,380,148566,100,0,-50
在“巨龙时代”地下城奖励周，与随机玩家一起完成英雄地下城,11月21日到11月28日期间，使用地下城查找器与随机玩家一起完成英雄地下城。,381,148568,150,0,-80
和你的公会成员一起进入地下城,在公会队伍中使用地下城查找器完成地下城。,383,148572,150,0,0
组队完成任务,,384,148574,100,0,0
同时获得下列所有增益效果,,385,148576,50,0,0
骑乘另一名玩家的坐骑,,386,148582,50,0,0
悼念日：击败参赛者,11月1日到11月3日期间，从查普曼处购买一套参赛者服装，并击败另一名同样穿着参赛者服装的玩家。,387,148584,100,0,-10
悼念日：完成任务“死者的感激”,11月1日到11月3日期间，完成任务“死者的感激”，该任务可以在你的种族的主城接取。,388,148586,100,0,-10
枭兽节：完成“监督枭兽”,11月12日，在卡利姆多的月光林地完成任务“监督枭兽”,389,148588,150,0,-40
魔兽世界周年庆典：加入战场“科尔拉克的复仇”,11月16日到12月7日期间，加入战场“科尔拉克的复仇”。,390,148590,100,0,-60
魔兽世界周年庆典：消灭末日行者,11月16日至12月7日期间，在塔纳利斯消灭末日行者。,391,148592,100,0,-60
魔兽世界周年庆典：对火车王里诺艾使用表情/欢呼（/cheer）,11月16日至11月30日期间，在时光之穴对火车王里诺艾使用表情/欢呼（/cheer）。,392,148594,50,0,-60
魔兽世界周年庆典：低于20级时组队完成任务,11月16日至11月30日期间，在等级低于20级时组队完成5个任务。,393,148596,100,0,-60
枭兽节：和枭兽宝宝一起消灭敌人,11月12日，在卡利姆多的月光林地和枭兽宝宝交朋友，然后和枭兽伙伴一起消灭25名可以提供经验值的敌人。,394,148609,150,0,-40
魔兽世界周年庆典：在主城发射烟火,11月16日到11月30日期间，在暴风城或奥格瑞玛发射10枚庆典烟火或飞焰。,395,148611,50,0,-60
感恩节：获得分享之魂效果,11月19日到11月26日期间，食用盛宴餐桌上所有种类的食物，获得分享之魂效果。,396,148617,50,0,-70
感恩节：在所有巨龙群岛区域获得分享之魂效果,11月19日到11月26日期间，在下列地区食用盛宴餐桌上所有种类的食物，获得分享之魂效果。,397,148619,100,396,-70
感恩节：烹饪所有感恩节食谱,11月19日到11月26日期间，烹饪下列所有感恩节食物。,398,148638,100,0,-70
感恩节：完成任务,11月19日至11月26日期间，完成5个感恩节任务。,399,148656,100,0,-70
感恩节：品尝艾泽拉斯的美味,11月19日至11月26日期间，食用下列食物各一份。,400,148660,150,0,-70
感恩节：让所有人都覆盖在火鸡的羽毛里,11月19日到11月26日期间，用火鸡枪射击下列所有种族的玩家。,401,148674,100,0,-70
感恩节：头戴感恩者的帽子猎捕火鸡,11月19日到11月26日，头戴感恩者的帽子，迅速在艾尔文森林、提瑞斯法林地或欧恩哈拉平原消灭野生火鸡。,402,148717,150,0,-70
魔兽世界周年庆典：和你的新宠物一起赢得一场PVP宠物对战,{EventStartDate}到{EventEndDate}期间，在队伍中有小霜的情况下赢得一场PVP宠物对战。,403,148719,100,0,-60
使用飞珑石升级物品,,404,148721,100,0,0
与你招募的朋友或者招募你的朋友一起，完成一个随机地下城或战场,与你招募的朋友或者招募你的朋友一起，使用地下城查找器来完成一个随机地下城，或者随机战场。,405,148739,150,0,0
升级经典旧世烹饪,,406,149016,100,0,0
品尝史诗或传说品质的社区盛宴,参与伊斯卡拉海象人的社区盛宴，提升其稀有度，然后品尝史诗品质的汤！,407,149018,100,0,0
参与白热缠斗,,409,149478,50,0,0
赢得1场白热缠斗,,410,149481,50,0,0
赢得5场白热缠斗,,411,149571,50,410,0
升到20级,将任意角色升到20级。,412,149577,25,0,0
在巨龙群岛各地获取声望,,414,149607,70,0,0
击败5个团队副本首领,,415,149619,50,0,10
击败20个团队副本首领,,416,149621,100,415,10
完成10个任务,完成可提供经验值的任务。,417,149633,100,0,0
完成25个任务,完成可提供经验值的任务。,418,149635,100,417,0
完成50个任务,完成可提供经验值的任务。,419,149637,100,418,0
完成5个世界任务,,420,149639,50,0,0
完成10个世界任务,,421,149641,50,420,0
完成25个世界任务,,422,149643,100,421,0
击败25个地下城首领,击败可以提供经验值的地下城首领。,423,149645,100,0,0
制作一个暗影烈焰纹章,收集暗影烈焰纹章碎片，制作任意类型的暗影烈焰纹章。,424,149647,30,0,0
升到30级,将任意角色升到30级。,426,149713,25,0,0
升到40级,将任意角色升到40级。,427,149715,25,0,0
升到50级,将任意角色升到50级。,428,149717,25,0,0
升到60级,将任意角色升到60级。,429,149719,25,0,0
升到70级,将任意角色升到70级。,430,149721,25,0,0
职业等级提升5级,,431,149723,25,0,0
最终涌动：完成任务,{EventStartDate}到{EventEndDate}期间，完成提供经验值的任务。,478,149923,150,0,0
最终涌动：完成世界任务,{EventStartDate}到{EventEndDate}期间，完成世界任务。,479,149925,150,0,0
暗夜精灵：完成传承护甲任务线,以暗夜精灵的身份完成以下传承护甲任务：,484,150069,100,0,0
